date,time,home,away,competition,title,url
2025-01-19,20:00,الدفاع الجديدي,الوداد البيضاوي | يلاكورة,morrocan league,مباراة الدفاع الجديدي و الوداد البيضاوي | يلاكورة,https://www.yallakora.com/morrocan-league/2933/match/100950/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af%d9%8a-%d8%a7%d9%84%d9%88%d8%af%d8%a7%d8%af-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d9%88%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8%d9%8a
2025-01-19,21:45,إنتر ميلان,إمبولي | يلاكورة,serie a,مباراة إنتر ميلان و إمبولي | يلاكورة,https://www.yallakora.com/serie-a/2910/match/100364/%d8%a5%d9%86%d8%aa%d8%b1-%d9%85%d9%8a%d9%84%d8%a7%d9%86--%d8%a5%d9%85%d8%a8%d9%88%d9%84%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-01-19,21:45,مارسيليا,ستراسبورج | يلاكورة,ligue1,مباراة مارسيليا و ستراسبورج | يلاكورة,https://www.yallakora.com/ligue1/2908/match/96994/%d9%85%d8%a7%d8%b1%d8%b3%d9%8a%d9%84%d9%8a%d8%a7-%d8%b3%d8%aa%d8%b1%d8%a7%d8%b3%d8%a8%d9%88%d8%b1%d8%ac-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%81%d8%b1%d9%86%d8%b3%d9%8a
2025-01-19,22:00,فالنسيا,ريال سوسيداد | يلاكورة,la liga,مباراة فالنسيا و ريال سوسيداد | يلاكورة,https://www.yallakora.com/la-liga/2907/match/100391/%d9%81%d8%a7%d9%84%d9%86%d8%b3%d9%8a%d8%a7--%d8%b1%d9%8a%d8%a7%d9%84-%d8%b3%d9%88%d8%b3%d9%8a%d8%af%d8%a7%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a
2025-01-20,17:10,الفيحاء,الخلود | يلاكورة,ksa league,مباراة الفيحاء و الخلود | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100301/%d8%a7%d9%84%d9%81%d9%8a%d8%ad%d8%a7%d8%a1-%d8%a7%d9%84%d8%ae%d9%84%d9%88%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-20,17:15,الرائد,الأخدود | يلاكورة,ksa league,مباراة الرائد و الأخدود | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100302/%d8%a7%d9%84%d8%b1%d8%a7%d8%a6%d8%af-%d8%a7%d9%84%d8%a3%d8%ae%d8%af%d9%88%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-20,19:00,الاتفـــــاق,أهلي جدة | يلاكورة,ksa league,مباراة الاتفـــــاق و أهلي جدة | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100303/%d8%a7%d9%84%d8%a7%d8%aa%d9%81%d9%80%d9%80%d9%80%d9%80%d9%80%d8%a7%d9%82-%d8%a3%d9%87%d9%84%d9%8a-%d8%ac%d8%af%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-20,19:00,طرابزون سبور,سيفاسبور | يلاكورة,turkish super lig,مباراة طرابزون سبور و سيفاسبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/100932/%d8%b7%d8%b1%d8%a7%d8%a8%d8%b2%d9%88%d9%86-%d8%b3%d8%a8%d9%88%d8%b1-%d8%b3%d9%8a%d9%81%d8%a7%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-01-20,21:45,كومو,أودينيزي | يلاكورة,serie a,مباراة كومو و أودينيزي | يلاكورة,https://www.yallakora.com/serie-a/2910/match/100369/%d9%83%d9%88%d9%85%d9%88-%d8%a3%d9%88%d8%af%d9%8a%d9%86%d9%8a%d8%b2%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-01-20,22:00,تشيلسي,وولفرهامبتون | يلاكورة,epl,مباراة تشيلسي و وولفرهامبتون | يلاكورة,https://www.yallakora.com/epl/2906/match/97875/%d8%aa%d8%b4%d9%8a%d9%84%d8%b3%d9%8a--%d9%88%d9%88%d9%84%d9%81%d8%b1%d9%87%d8%a7%d9%85%d8%a8%d8%aa%d9%88%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
2025-01-20,22:00,فياريال,مايوركا | يلاكورة,la liga,مباراة فياريال و مايوركا | يلاكورة,https://www.yallakora.com/la-liga/2907/match/100382/%d9%81%d9%8a%d8%a7%d8%b1%d9%8a%d8%a7%d9%84-%d9%85%d8%a7%d9%8a%d9%88%d8%b1%d9%83%d8%a7--%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a
2025-01-21,15:05,خورفكان,عجمان | يلاكورة,الدوري الإماراتي,مباراة خورفكان و عجمان | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100956/%d8%ae%d9%88%d8%b1%d9%81%d9%83%d8%a7%d9%86-%d8%b9%d8%ac%d9%85%d8%a7%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-21,15:05,شباب الأهلي,الجــزيرة | يلاكورة,الدوري الإماراتي,مباراة شباب الأهلي و الجــزيرة | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100955/%d8%b4%d8%a8%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a7%d9%84%d8%ac%d9%80%d9%80%d8%b2%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-21,16:50,الخليج,النصر | يلاكورة,ksa league,مباراة الخليج و النصر | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100304/%d8%a7%d9%84%d8%ae%d9%84%d9%8a%d8%ac-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-21,17:10,الرياض,التعاون | يلاكورة,ksa league,مباراة الرياض و التعاون | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100305/%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%aa%d8%b9%d8%a7%d9%88%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-21,18:00,العين,النصر الإماراتي | يلاكورة,الدوري الإماراتي,مباراة العين و النصر الإماراتي | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100957/%d8%a7%d9%84%d8%b9%d9%8a%d9%86-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-21,19:00,الهلال,الوحدة | يلاكورة,ksa league,مباراة الهلال و الوحدة | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100306/%d8%a7%d9%84%d9%87%d9%84%d8%a7%d9%84-%d8%a7%d9%84%d9%88%d8%ad%d8%af%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-22,15:05,اتحاد كلباء,بني ياس | يلاكورة,الدوري الإماراتي,مباراة اتحاد كلباء و بني ياس | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100958/%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d9%83%d9%84%d8%a8%d8%a7%d8%a1-%d8%a8%d9%86%d9%8a-%d9%8a%d8%a7%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-22,15:30,الشحانية,الخور | يلاكورة,دوري نجوم قطر,مباراة الشحانية و الخور | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100551/%d8%a7%d9%84%d8%b4%d8%ad%d8%a7%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d8%ae%d9%88%d8%b1-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-22,16:00,العروبة,القادسية | يلاكورة,ksa league,مباراة العروبة و القادسية | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100307/%d8%a7%d9%84%d8%b9%d8%b1%d9%88%d8%a8%d8%a9--%d8%a7%d9%84%d9%82%d8%a7%d8%af%d8%b3%d9%8a%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-22,16:55,الفتح,ضمك | يلاكورة,ksa league,مباراة الفتح و ضمك | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100308/%d8%a7%d9%84%d9%81%d8%aa%d8%ad-%d8%b6%d9%85%d9%83-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-22,17:45,الغرافة,الأهلي القطري | يلاكورة,دوري نجوم قطر,مباراة الغرافة و الأهلي القطري | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100549/%d8%a7%d9%84%d8%ba%d8%b1%d8%a7%d9%81%d8%a9-%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a7%d9%84%d9%82%d8%b7%d8%b1%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-22,18:00,الوصل,الشــارقة | يلاكورة,الدوري الإماراتي,مباراة الوصل و الشــارقة | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100959/%d8%a7%d9%84%d9%88%d8%b5%d9%84-%d8%a7%d9%84%d8%b4%d9%80%d9%80%d8%a7%d8%b1%d9%82%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-22,19:00,الاتحاد,الشباب | يلاكورة,ksa league,مباراة الاتحاد و الشباب | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100309/%d8%a7%d9%84%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%a7%d9%84%d8%b4%d8%a8%d8%a7%d8%a8-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-23,15:05,العروبة,دبا الحصن | يلاكورة,الدوري الإماراتي,مباراة العروبة و دبا الحصن | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100960/%d8%a7%d9%84%d8%b9%d8%b1%d9%88%d8%a8%d8%a9-%d8%af%d8%a8%d8%a7-%d8%a7%d9%84%d8%ad%d8%b5%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-23,15:30,السد القطري,نادي قطر | يلاكورة,دوري نجوم قطر,مباراة السد القطري و نادي قطر | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100548/%d8%a7%d9%84%d8%b3%d8%af-%d8%a7%d9%84%d9%82%d8%b7%d8%b1%d9%8a-%d9%86%d8%a7%d8%af%d9%8a-%d9%82%d8%b7%d8%b1-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-23,17:00,النادي المكناسي,الجيش الملكي | يلاكورة,morrocan league,مباراة النادي المكناسي و الجيش الملكي | يلاكورة,https://www.yallakora.com/morrocan-league/2933/match/100942/%d8%a7%d9%84%d9%86%d8%a7%d8%af%d9%8a-%d8%a7%d9%84%d9%85%d9%83%d9%86%d8%a7%d8%b3%d9%8a-%d8%a7%d9%84%d8%ac%d9%8a%d8%b4-%d8%a7%d9%84%d9%85%d9%84%d9%83%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8%d9%8a
2025-01-23,17:45,الريان,الدحيل | يلاكورة,دوري نجوم قطر,مباراة الريان و الدحيل | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100546/%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%af%d8%ad%d9%8a%d9%84-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-23,18:00,الوحـــدة,البطائح | يلاكورة,الدوري الإماراتي,مباراة الوحـــدة و البطائح | يلاكورة,https://www.yallakora.com/uael-league/2931/match/100961/%d8%a7%d9%84%d9%88%d8%ad%d9%80%d9%80%d9%80%d8%af%d8%a9--%d8%a7%d9%84%d8%a8%d8%b7%d8%a7%d8%a6%d8%ad-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa%d9%8a
2025-01-23,19:00,الرجاء البيضاوي,اتحاد طنجة | يلاكورة,morrocan league,مباراة الرجاء البيضاوي و اتحاد طنجة | يلاكورة,https://www.yallakora.com/morrocan-league/2933/match/100943/%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d8%a1-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d9%88%d9%8a-%d8%a7%d8%aa%d8%ad%d8%a7%d8%af-%d8%b7%d9%86%d8%ac%d8%a9-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8%d9%8a
2025-01-23,21:00,نهضة بركان,أولمبيك آسفي | يلاكورة,morrocan league,مباراة نهضة بركان و أولمبيك آسفي | يلاكورة,https://www.yallakora.com/morrocan-league/2933/match/100944/%d9%86%d9%87%d8%b6%d8%a9-%d8%a8%d8%b1%d9%83%d8%a7%d9%86-%d8%a3%d9%88%d9%84%d9%85%d8%a8%d9%8a%d9%83-%d8%a2%d8%b3%d9%81%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8%d9%8a
2025-01-24,15:30,الشمال,ام صلال | يلاكورة,دوري نجوم قطر,مباراة الشمال و ام صلال | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100547/%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84-%d8%a7%d9%85-%d8%b5%d9%84%d8%a7%d9%84-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-24,17:45,الوكرة,العربي | يلاكورة,دوري نجوم قطر,مباراة الوكرة و العربي | يلاكورة,https://www.yallakora.com/qatar-league/2928/match/100550/%d8%a7%d9%84%d9%88%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d9%86%d8%ac%d9%88%d9%85-%d9%82%d8%b7%d8%b1
2025-01-24,19:00,سامسون سبور,غازي عنتاب بي.بي.كي | يلاكورة,turkish super lig,مباراة سامسون سبور و غازي عنتاب بي.بي.كي | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/100933/%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86-%d8%b3%d8%a8%d9%88%d8%b1-%d8%ba%d8%a7%d8%b2%d9%8a-%d8%b9%d9%86%d8%aa%d8%a7%d8%a8-%d8%a8%d9%8a-%d8%a8%d9%8a-%d9%83%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-01-24,21:30,فولفسبورج,هولشتاين كيل | يلاكورة,bundesliga,مباراة فولفسبورج و هولشتاين كيل | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100605/%d9%81%d9%88%d9%84%d9%81%d8%b3%d8%a8%d9%88%d8%b1%d8%ac-%d9%87%d9%88%d9%84%d8%b4%d8%aa%d8%a7%d9%8a%d9%86-%d9%83%d9%8a%d9%84-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-24,21:45,اوكسير,سانت اتيان | يلاكورة,ligue1,مباراة اوكسير و سانت اتيان | يلاكورة,https://www.yallakora.com/ligue1/2908/match/100672/%d8%a7%d9%88%d9%83%d8%b3%d9%8a%d8%b1-%d8%b3%d8%a7%d9%86%d8%aa-%d8%a7%d8%aa%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%81%d8%b1%d9%86%d8%b3%d9%8a
2025-01-24,21:45,تورينو,كالياري | يلاكورة,serie a,مباراة تورينو و كالياري | يلاكورة,https://www.yallakora.com/serie-a/2910/match/100374/%d8%aa%d9%88%d8%b1%d9%8a%d9%86%d9%88-%d9%83%d8%a7%d9%84%d9%8a%d8%a7%d8%b1%d9%8a-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-01-24,22:00,لاس بالماس,أوساسونا | يلاكورة,la liga,مباراة لاس بالماس و أوساسونا | يلاكورة,https://www.yallakora.com/la-liga/2907/match/100394/%d9%84%d8%a7%d8%b3-%d8%a8%d8%a7%d9%84%d9%85%d8%a7%d8%b3-%d8%a3%d9%88%d8%b3%d8%a7%d8%b3%d9%88%d9%86%d8%a7-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a
2025-01-25,12:30,سيفاسبور,قيصري سبور | يلاكورة,turkish super lig,مباراة سيفاسبور و قيصري سبور | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/100934/%d8%b3%d9%8a%d9%81%d8%a7%d8%b3%d8%a8%d9%88%d8%b1-%d9%82%d9%8a%d8%b5%d8%b1%d9%8a-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-01-25,15:00,ألانيا سبور,إسطنبول باشاكشهير | يلاكورة,turkish super lig,مباراة ألانيا سبور و إسطنبول باشاكشهير | يلاكورة,https://www.yallakora.com/turkish-super-lig/2930/match/100935/%d8%a3%d9%84%d8%a7%d9%86%d9%8a%d8%a7-%d8%b3%d8%a8%d9%88%d8%b1-%d8%a5%d8%b3%d8%b7%d9%86%d8%a8%d9%88%d9%84-%d8%a8%d8%a7%d8%b4%d8%a7%d9%83%d8%b4%d9%87%d9%8a%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%aa%d8%b1%d9%83%d9%8a
2025-01-25,15:00,مايوركا,ريال بيتيس | يلاكورة,la liga,مباراة مايوركا و ريال بيتيس | يلاكورة,https://www.yallakora.com/la-liga/2907/match/100393/%d9%85%d8%a7%d9%8a%d9%88%d8%b1%d9%83%d8%a7--%d8%b1%d9%8a%d8%a7%d9%84-%d8%a8%d9%8a%d8%aa%d9%8a%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a
2025-01-25,15:50,الخلود,الرائد | يلاكورة,ksa league,مباراة الخلود و الرائد | يلاكورة,https://www.yallakora.com/ksa-league/2911/match/100310/%d8%a7%d9%84%d8%ae%d9%84%d9%88%d8%af-%d8%a7%d9%84%d8%b1%d8%a7%d8%a6%d8%af-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a
2025-01-25,16:00,كومو,أتالانتا | يلاكورة,serie a,مباراة كومو و أتالانتا | يلاكورة,https://www.yallakora.com/serie-a/2910/match/100376/%d9%83%d9%88%d9%85%d9%88-%d8%a3%d8%aa%d8%a7%d9%84%d8%a7%d9%86%d8%aa%d8%a7-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a
2025-01-25,16:30,أوجسبورج,هايدنهايم | يلاكورة,bundesliga,مباراة أوجسبورج و هايدنهايم | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100607/%d8%a3%d9%88%d8%ac%d8%b3%d8%a8%d9%88%d8%b1%d8%ac-%d9%87%d8%a7%d9%8a%d8%af%d9%86%d9%87%d8%a7%d9%8a%d9%85-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-25,16:30,بروسيا دورتموند,فيردر بريمن | يلاكورة,bundesliga,مباراة بروسيا دورتموند و فيردر بريمن | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100608/%d8%a8%d8%b1%d9%88%d8%b3%d9%8a%d8%a7-%d8%af%d9%88%d8%b1%d8%aa%d9%85%d9%88%d9%86%d8%af--%d9%81%d9%8a%d8%b1%d8%af%d8%b1-%d8%a8%d8%b1%d9%8a%d9%85%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-25,16:30,فرايبورج,بايرن ميونيخ | يلاكورة,bundesliga,مباراة فرايبورج و بايرن ميونيخ | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100610/%d9%81%d8%b1%d8%a7%d9%8a%d8%a8%d9%88%d8%b1%d8%ac-%d8%a8%d8%a7%d9%8a%d8%b1%d9%86-%d9%85%d9%8a%d9%88%d9%86%d9%8a%d8%ae-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-25,16:30,لايبزيج,باير ليفركوزن | يلاكورة,bundesliga,مباراة لايبزيج و باير ليفركوزن | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100609/%d9%84%d8%a7%d9%8a%d8%a8%d8%b2%d9%8a%d8%ac-%d8%a8%d8%a7%d9%8a%d8%b1-%d9%84%d9%8a%d9%81%d8%b1%d9%83%d9%88%d8%b2%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-25,16:30,ماينز,شتوتجارت | يلاكورة,bundesliga,مباراة ماينز و شتوتجارت | يلاكورة,https://www.yallakora.com/bundesliga/2909/match/100606/%d9%85%d8%a7%d9%8a%d9%86%d8%b2-%d8%b4%d8%aa%d9%88%d8%aa%d8%ac%d8%a7%d8%b1%d8%aa-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a
2025-01-25,17:00,برايتون,ايفرتون | يلاكورة,epl,مباراة برايتون و ايفرتون | يلاكورة,https://www.yallakora.com/epl/2906/match/97883/%d8%a8%d8%b1%d8%a7%d9%8a%d8%aa%d9%88%d9%86-%d8%a7%d9%8a%d9%81%d8%b1%d8%aa%d9%88%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
2025-01-25,17:00,بورنموث,نوتينجهام فورست | يلاكورة,epl,مباراة بورنموث و نوتينجهام فورست | يلاكورة,https://www.yallakora.com/epl/2906/match/98075/%d8%a8%d9%88%d8%b1%d9%86%d9%85%d9%88%d8%ab-%d9%86%d9%88%d8%aa%d9%8a%d9%86%d8%ac%d9%87%d8%a7%d9%85-%d9%81%d9%88%d8%b1%d8%b3%d8%aa-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
2025-01-25,17:00,ساوثامبتون,نيوكاسل | يلاكورة,epl,مباراة ساوثامبتون و نيوكاسل | يلاكورة,https://www.yallakora.com/epl/2906/match/97885/%d8%b3%d8%a7%d9%88%d8%ab%d8%a7%d9%85%d8%a8%d8%aa%d9%88%d9%86-%d9%86%d9%8a%d9%88%d9%83%d8%a7%d8%b3%d9%84-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
2025-01-25,17:00,ليفربول,إيبسويتش تاون | يلاكورة,epl,مباراة ليفربول و إيبسويتش تاون | يلاكورة,https://www.yallakora.com/epl/2906/match/97887/%d9%84%d9%8a%d9%81%d8%b1%d8%a8%d9%88%d9%84-%d8%a5%d9%8a%d8%a8%d8%b3%d9%88%d9%8a%d8%aa%d8%b4-%d8%aa%d8%a7%d9%88%d9%86-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
2025-01-25,17:00,وولفرهامبتون,أرسنال | يلاكورة,epl,مباراة وولفرهامبتون و أرسنال | يلاكورة,https://www.yallakora.com/epl/2906/match/97888/%d9%88%d9%88%d9%84%d9%81%d8%b1%d9%87%d8%a7%d9%85%d8%a8%d8%aa%d9%88%d9%86-%d8%a3%d8%b1%d8%b3%d9%86%d8%a7%d9%84-%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a
